Logger task: logger
1671718213 | INFO  | tagionwave: Register: tagionwave logger
1671718213 | INFO  | heartbeat: Register: heartbeat logger
1671718213 | TRACE | heartbeat: this.nodes 0 set to 11
1671718213 | INFO  | heartbeat: Start the heart beat
1671718213 | INFO  | local-tagion: Register: local-tagion logger
1671718213 | TRACE | local-tagion: owner_task_name local-tagion internal_task_name local-tagionnet
1671718213 | TRACE | local-tagion: Hashgraph pubkey=03153effb3abc9a3
1671718213 | INFO  | discovery: Register: discovery logger
1671718213 | INFO  | discovery-internal: Register: discovery-internal logger
1671718214 | TRACE | discovery-internal: AddressBook.opIndexAssign 03153effb3abc9a3:33
1671718214 | INFO  | discovery-internal: File Discovery started
1671718214 | TRACE | discovery-internal: update 1 03153effb3abc9a3
1671718230 | TRACE | discovery-internal: FILE NETWORK READY 11 < 11 (true) done = false
1671718230 | TRACE | local-tagion: Network discovered ready
1671718230 | TRACE | discovery-internal: FILE NETWORK READY 11 < 11 (true) done = false
1671718230 | TRACE | local-tagion: Start sync addressbook.numOfActiveNodes : 11
1671718230 | TRACE | local-tagion: Before sync ready addressbook.numOfActiveNodes : 11
1671718230 | INFO  | tagion.dart: Register: tagion.dart logger
1671718230 | INFO  | local-tagion: Received ctrl: LIVE
1671718230 | INFO  | dart.sync: Register: dart.sync logger
1671718230 | INFO  | dart.sync: DART file created with filename: /home/moonbase/tagion_network/data/dart-06.drt
1671718230 | INFO  | dart.sync: DART initialized with angle: (0, 0)
1671718230 | INFO  | dart.sync: DART bullseye: 
1671718230 | INFO  | local-tagion: Received ctrl: LIVE
1671718230 | TRACE | dart.sync: syncPool.start active 11 isReady true
1671718230 | ERROR | dart.sync: Connection failed with code: InternalError
1671718230 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
1671718231 | ERROR | dart.sync: Connection failed with code: InternalError
